21.5409 1.5 164.635 14440.7 22.8413 1 7.36846 14500 5200
21.6419 1.5 153.297 13412.7 22.9098 0 8.83322 14500 5200
22.335 1.5 209.696 13998.2 23.5046 1 12.3355 14500 5200
21.7493 1.5 237.659 18685.5 21.9028 1 11.4871 14500 5200
21.358 1.5 237.525 17833 20.6845 0 5.17968 14500 5200
22.3577 1.5 191.713 25632.4 23.2572 1 7.86307 14500 5200
21.1413 1.5 229.057 22321 21.6142 0 12.8764 14500 5200
21.5109 1.5 248.471 18583 21.8925 0 11.7747 14500 5200
22.5423 1.5 258.156 22743.3 23.7639 0 9.93935 14500 5200
21.6415 1.5 205.135 17751 20.541 1 6.23926 14500 5200
22.6489 1.5 158.947 15404.3 22.4773 0 7.73086 14500 5200
21.7876 1.5 285.912 19292.8 23.1669 1 14.1194 14500 5200
21.3234 1.5 172.596 21688.5 19.9011 0 11.7568 14500 5200
21.9144 1.5 274.951 15515.9 23.3357 0 7.85786 14500 5200
22.4768 1.5 161.134 25189.9 21.2701 0 14.2481 14500 5200
21.7616 1.5 259.123 21979.6 21.5421 0 7.32575 14500 5200
21.0568 1.5 159.822 18931.1 21.9826 1 11.4294 14500 5200
22.5219 1.5 223.92 21508.3 22.4155 0 9.5585 14500 5200
22.0577 1.5 288.402 24506 21.7929 0 8.58672 14500 5200
22.911 1.5 235.934 19651.4 21.8072 0 6.75124 14500 5200
22.5731 1.5 211.705 24060.6 23.5281 0 10.0967 14500 5200
21.1352 1.5 254.552 13486.3 22.188 1 13.2525 14500 5200
21.9986 1.5 260.228 23205.9 23.2398 1 7.19952 14500 5200
21.9851 1.5 232.44 19435.9 20.7648 0 11.2795 14500 5200
21.0356 1.5 235.484 18473 19.9454 1 5.01209 14500 5200
22.5159 1.5 184.152 21549.8 23.4327 1 7.27693 14500 5200
22.8622 1.5 159.559 14500.5 23.3429 0 10.4609 14500 5200
21.5696 1.5 162.231 26050.1 21.3933 1 8.70695 14500 5200
22.7698 1.5 210.033 18593.4 23.5382 1 11.5581 14500 5200
21.8612 1.5 263.504 19238.9 20.927 1 10.4133 14500 5200
21.4588 1.5 222.51 24834.9 21.6877 1 10.0709 14500 5200
22.4212 1.5 220.378 26738.2 23.5451 0 6.06441 14500 5200
21.0831 1.5 292.005 18812 19.8457 0 10.7146 14500 5200
21.6366 1.5 233.96 20836.1 21.1737 0 11.3672 14500 5200
21.2196 1.5 224.29 19958 20.2933 0 11.1146 14500 5200
21.1943 1.5 241.368 25886.8 19.9528 0 8.06917 14500 5200
22.2549 1.5 222.063 19985.3 22.9339 0 9.48549 14500 5200
21.0569 1.5 219.753 16217.3 21.9137 0 14.0742 14500 5200
22.5152 1.5 162.039 21917.8 22.4158 0 14.6942 14500 5200
21.103 1.5 252.563 25262.1 20.1903 0 13.8158 14500 5200
22.5441 1.5 223.504 15744.2 22.5727 0 6.71099 14500 5200
21.3361 1.5 196.252 18581.6 20.3591 0 14.4236 14500 5200
21.4213 1.5 150.824 15194.3 21.3436 0 6.05296 14500 5200
21.6495 1.5 210.9 23243.7 22.0552 1 12.4887 14500 5200
22.7319 1.5 180.489 16210.3 22.0131 0 7.12276 14500 5200
22.7891 1.5 248.702 13609.6 22.7882 0 7.15938 14500 5200
22.0651 1.5 178.691 20877.9 21.0912 0 8.66091 14500 5200
22.6623 1.5 227.277 26159.7 23.5244 0 12.7285 14500 5200
21.621 1.5 228.151 23122.1 21.6415 0 9.41728 14500 5200
22.8498 1.5 159.794 13509.6 24.297 0 11.1695 14500 5200
21.5565 1.5 268.896 18786.5 21.8367 1 11.5289 14500 5200
21.4854 1.5 233.5 16195 21.4801 0 14.0618 14500 5200
22.6044 1.5 209.844 23378.7 23.4787 1 13.9978 14500 5200
22.3854 1.5 192.62 17884.9 21.3492 0 7.68193 14500 5200
22.951 1.5 239.698 26587.1 22.4585 1 11.0371 14500 5200
21.802 1.5 267.052 13845.5 22.7471 0 8.22894 14500 5200
22.1087 1.5 166.148 24116.3 22.3336 0 13.433 14500 5200
22.8109 1.5 269.239 14599 22.1497 1 14.9748 14500 5200
21.2511 1.5 248.032 19970.3 20.9287 0 8.94832 14500 5200
21.6545 1.5 238.706 16781.6 22.514 0 8.24181 14500 5200
22.6125 1.5 287.883 21409.1 21.6572 1 9.82058 14500 5200
21.1905 1.5 281.268 18539.4 22.4789 0 6.04414 14500 5200
21.5357 1.5 199.375 21295.8 21.1795 1 14.2522 14500 5200
21.3132 1.5 209.563 20974.1 21.1052 1 14.1821 14500 5200
21.6196 1.5 202.93 19477.7 22.7067 0 11.1952 14500 5200
21.9786 1.5 163.89 21668.2 22.0702 0 13.1169 14500 5200
21.6778 1.5 250.094 17324.2 22.0931 0 6.55972 14500 5200
22.3291 1.5 200.159 13463.6 21.8387 0 11.311 14500 5200
21.8582 1.5 220.838 15226.4 20.783 0 5.50942 14500 5200
22.6902 1.5 277.686 26336.2 23.512 0 14.8379 14500 5200
22.5883 1.5 240.517 21163.1 21.723 1 13.0598 14500 5200
22.1863 1.5 166.267 25400.9 22.3071 0 5.5912 14500 5200
21.403 1.5 165.535 26455.8 19.9427 0 6.02603 14500 5200
21.4432 1.5 224.782 16641.9 21.5864 1 14.1406 14500 5200
22.625 1.5 181.863 26888.2 23.0867 0 12.5099 14500 5200
22.1894 1.5 174.736 23754.8 22.9296 1 8.67688 14500 5200
22.0629 1.5 298.987 25418.2 20.8189 1 9.64252 14500 5200
22.703 1.5 196.108 16589.2 23.6994 0 5.87892 14500 5200
21.0851 1.5 219.458 24274.6 21.2629 1 7.11617 14500 5200
22.7656 1.5 183.163 14725.2 21.8325 0 7.41823 14500 5200
22.4859 1.5 177.503 23876.6 21.8637 1 8.41828 14500 5200
21.7463 1.5 168.036 22888.7 21.2746 0 6.08891 14500 5200
22.8392 1.5 178.076 24256.8 23.678 1 12.503 14500 5200
21.3222 1.5 279.911 17582.9 22.3125 1 9.98022 14500 5200
21.3472 1.5 240.974 15281.8 20.883 1 6.91685 14500 5200
22.5333 1.5 229.78 16497.4 23.4867 1 7.24916 14500 5200
21.9722 1.5 211.345 16575.5 22.7169 1 11.7626 14500 5200
21.5121 1.5 204.756 13017.8 20.649 0 14.5676 14500 5200
22.5504 1.5 290.4 15675.4 21.5212 1 10.0771 14500 5200
22.9078 1.5 249.329 18519.5 22.159 0 12.5745 14500 5200
22.7832 1.5 182.044 19404 23.6209 0 13.9459 14500 5200
21.6326 1.5 202.659 23964.5 20.171 1 8.64838 14500 5200
22.3398 1.5 273.821 24133.1 21.0885 0 11.989 14500 5200
21.643 1.5 185.136 23409.4 22.3808 0 5.99319 14500 5200
21.5745 1.5 175.234 20294.9 22.5785 1 13.9085 14500 5200
22.9303 1.5 213.792 20431.3 23.1367 1 11.8126 14500 5200
22.5987 1.5 267.882 15225.7 23.1878 0 5.81503 14500 5200
21.2578 1.5 277.547 16284.5 21.9107 0 8.90726 14500 5200
21.3861 1.5 171.785 17193.2 22.184 0 13.3246 14500 5200
